year,return
2017/1/1,0.222298951
2016/1/1,-0.116118785
2015/1/1,0.055833728
2014/1/1,0.516594587
2013/1/1,-0.07646841
2012/1/1,0.075546255
2011/1/1,-0.250145454
2010/1/1,-0.125128679
2009/1/1,0.96712367
