Date,Index Code,Index Name,Index Name(Eng.),Constituent Code,Constituent Name,Constituent Name(Eng.),Exchange,(%)Weight(%)
2017-11-30,000300,沪深300,CSI 300,002049,紫光国芯,"Unigroup Guoxin Co., Ltd.",SHZ,0.15
2017-11-30,000300,沪深300,CSI 300,002065,东华软件,"DHC Software Co.,Ltd.",SHZ,0.16
2017-11-30,000300,沪深300,CSI 300,002074,国轩高科,"GUOXUAN HIGH-TECH CO.,LTD.",SHZ,0.14
2017-11-30,000300,沪深300,CSI 300,002081,金螳螂,Suzhou Gold Mantis Construction Decoration Co Ltd,SHZ,0.2
2017-11-30,000300,沪深300,CSI 300,002131,利欧股份,"LEO GROUP CO., LTD.",SHZ,0.07
2017-11-30,000300,沪深300,CSI 300,002142,宁波银行,Bank of Ningbo Co Ltd,SHZ,0.41
2017-11-30,000300,沪深300,CSI 300,002146,荣盛发展,Risesun Real Estate Development Co Ltd,SHZ,0.13
2017-11-30,000300,沪深300,CSI 300,002152,广电运通,GRG Banking Equipment Co Ltd,SHZ,0.07
2017-11-30,000300,沪深300,CSI 300,002153,石基信息,Beijing Shiji Information Technology Co Ltd,SHZ,0.08
2017-11-30,000300,沪深300,CSI 300,002174,游族网络,"YOUZU Interactive CO., LTD.",SHZ,0.06
2017-11-30,000300,沪深300,CSI 300,002183,怡亚通,Eternal Asia Supply Chain Management Ltd,SHZ,0.1
2017-11-30,000300,沪深300,CSI 300,002195,二三四五,"Shanghai 2345 Network Holding Group Co., Ltd.",SHZ,0.1
2017-11-30,000300,沪深300,CSI 300,002202,金风科技,Xinjiang Goldwind Science & Technology Co Ltd,SHZ,0.28
2017-11-30,000300,沪深300,CSI 300,002230,科大讯飞,"Iflytek Co.,Ltd.",SHZ,0.56
2017-11-30,000300,沪深300,CSI 300,002236,大华股份,Zhejiang Dahua Technology Co Ltd,SHZ,0.31
2017-11-30,000300,沪深300,CSI 300,002241,歌尔股份,GoerTek Inc,SHZ,0.32
2017-11-30,000300,沪深300,CSI 300,002252,上海莱士,Shanghai RAAS Blood Products Co Ltd,SHZ,0.26
2017-11-30,000300,沪深300,CSI 300,002292,奥飞娱乐,Alpha Group,SHZ,0.07
2017-11-30,000300,沪深300,CSI 300,002299,圣农发展,Fujian Sunner Development Co Ltd,SHZ,0.06
2017-11-30,000300,沪深300,CSI 300,002304,洋河股份,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,SHZ,0.55
2017-11-30,000300,沪深300,CSI 300,002310,东方园林,Beijing Orient Landscape Co Ltd,SHZ,0.19
2017-11-30,000300,沪深300,CSI 300,002352,顺丰控股,"S.F. Holding Co., Ltd.",SHZ,0.1
2017-11-30,000300,沪深300,CSI 300,002385,大北农,Beijing Dabeinong Technology Group Co Ltd,SHZ,0.12
2017-11-30,000300,沪深300,CSI 300,002411,必康股份,JiangSu Bicon Pharmaceutical Listed Company,SHZ,0.11
2017-11-30,000300,沪深300,CSI 300,002415,海康威视,Hangzhou Hikvision Digital Technology Co Ltd,SHZ,1.2
2017-11-30,000300,沪深300,CSI 300,002424,贵州百灵,Guizhou Bailing Group Pharmaceutical Co Ltd,SHZ,0.06
2017-11-30,000300,沪深300,CSI 300,002426,胜利精密,Suzhou Victory Precision Manufacture Co Ltd,SHZ,0.11
2017-11-30,000300,沪深300,CSI 300,002450,康得新,"Kangde Xin Composite Material Group Co.,Ltd.",SHZ,0.51
2017-11-30,000300,沪深300,CSI 300,002456,欧菲科技,"O-film Tech Co., Ltd.",SHZ,0.37
2017-11-30,000300,沪深300,CSI 300,002465,海格通信,Guangzhou Haige Communications Group Incorporated Company,SHZ,0.13
2017-11-30,000300,沪深300,CSI 300,002466,天齐锂业,"Tianqi Lithium Industries, Inc.",SHZ,0.32
2017-11-30,000300,沪深300,CSI 300,002470,金正大,"Kingenta Ecological Engineering Group Co., Ltd",SHZ,0.13
2017-11-30,000300,沪深300,CSI 300,002475,立讯精密,"Luxshare Precision Industry Co., Ltd.",SHZ,0.26
2017-11-30,000300,沪深300,CSI 300,002500,山西证券,Shanxi Securities Co Ltd,SHZ,0.15
2017-11-30,000300,沪深300,CSI 300,002508,老板电器,Hangzhou Robam Appliances Co Ltd,SHZ,0.19
2017-11-30,000300,沪深300,CSI 300,002555,三七互娱,"Wuhu Shunrong Sanqi Interactive Entertainment Network Technology Co.,Ltd.",SHZ,0.07
2017-11-30,000300,沪深300,CSI 300,002558,巨人网络,"Giant Network Group Co., Ltd.",SHZ,0.08
2017-11-30,000300,沪深300,CSI 300,002594,比亚迪,BYD Co Ltd,SHZ,0.3
2017-11-30,000300,沪深300,CSI 300,002602,世纪华通,"ZHEJIANG CENTURY HUATONG GROUP CO., LTD",SHZ,0.09
2017-11-30,000300,沪深300,CSI 300,002673,西部证券,"WESTERN SECURITIES CO., LTD",SHZ,0.2
2017-11-30,000300,沪深300,CSI 300,002714,牧原股份,"Muyuan Foodstuff Co., Ltd",SHZ,0.14
2017-11-30,000300,沪深300,CSI 300,002736,国信证券,"GUOSEN SECURITIES CO., LTD.",SHZ,0.27
2017-11-30,000300,沪深300,CSI 300,002739,万达电影,"WANDA FILM HOLDING CO., LTD",SHZ,0.22
2017-11-30,000300,沪深300,CSI 300,002797,第一创业,"First Capital Securities Co., Ltd.",SHZ,0.03
2017-11-30,000300,沪深300,CSI 300,002831,裕同科技,"ShenZhen YUTO Packaging Technology Co., Ltd.",SHZ,0.03
2017-11-30,000300,沪深300,CSI 300,002839,张家港行,"Jiangsu Zhangjiagang Rural Commercial Bank Co., Ltd",SHZ,0.02
2017-11-30,000300,沪深300,CSI 300,002841,视源股份,Guangzhou Shiyuan Electronic Technology Company Limited,SHZ,0.03
2017-11-30,000300,沪深300,CSI 300,300017,网宿科技,"Wangsu Science and Technology Co.,Ltd.",SHZ,0.12
2017-11-30,000300,沪深300,CSI 300,300024,机器人,Siasun Robot & Automation Co Ltd,SHZ,0.19
2017-11-30,000300,沪深300,CSI 300,300027,华谊兄弟,Huayi Brothers Media Co Ltd,SHZ,0.12
2017-11-30,000300,沪深300,CSI 300,300033,同花顺,"Hithink Royalflush Information Network Co.,Ltd.",SHZ,0.09
2017-11-30,000300,沪深300,CSI 300,300059,东方财富,East Money Information Co Ltd,SHZ,0.31
2017-11-30,000300,沪深300,CSI 300,300070,碧水源,Beijing Originwater Technology Co Ltd,SHZ,0.28
2017-11-30,000300,沪深300,CSI 300,300072,三聚环保,Beijing SJ Environmental Protection and New Material Co Ltd,SHZ,0.27
2017-11-30,000300,沪深300,CSI 300,300104,乐视网,Leshi Internet Information & Technology Corp Beijing,SHZ,0.32
2017-11-30,000300,沪深300,CSI 300,300124,汇川技术,Shenzhen Inovance Technology Co Ltd,SHZ,0.23
2017-11-30,000300,沪深300,CSI 300,300133,华策影视,Zhejiang Huace Film & TV Co Ltd,SHZ,0.06
2017-11-30,000300,沪深300,CSI 300,300144,宋城演艺,"SONGCHENG PERFORMANCE DEVELOPMENT CO., LTD.",SHZ,0.12
2017-11-30,000300,沪深300,CSI 300,300168,万达信息,Wonders Information Co Ltd,SHZ,0.08
2017-11-30,000300,沪深300,CSI 300,300251,光线传媒,Beijing Enlight Media Co Ltd,SHZ,0.07
2017-11-30,000300,沪深300,CSI 300,300315,掌趣科技,"OURPALM CO., LTD",SHZ,0.1
